Price,Close,MA_1,MA_7,MA_20,BB_upper,BB_lower,CCI
Ticker,EURINR=X,,,,,,
Date,,,,,,,
2023-01-02 00:00:00+00:00,88.48200225830078,88.48200225830078,,,,,
2023-01-03 00:00:00+00:00,88.30000305175781,88.30000305175781,,,,,
2023-01-04 00:00:00+00:00,87.21900177001953,87.21900177001953,,,,,
2023-01-05 00:00:00+00:00,87.6050033569336,87.6050033569336,,,,,
2023-01-06 00:00:00+00:00,86.8270034790039,86.8270034790039,,,,,
2023-01-09 00:00:00+00:00,87.5009994506836,87.5009994506836,,,,,
2023-01-10 00:00:00+00:00,88.1240005493164,88.1240005493164,87.72257341657367,,,,
2023-01-11 00:00:00+00:00,87.58200073242188,87.58200073242188,87.59400177001953,,,,
2023-01-12 00:00:00+00:00,87.80500030517578,87.80500030517578,87.52328709193638,,,,
2023-01-13 00:00:00+00:00,88.01100158691406,88.01100158691406,87.63642992292132,,,,
2023-01-16 00:00:00+00:00,87.9520034790039,87.9520034790039,87.68600136893136,,,,
2023-01-17 00:00:00+00:00,88.35299682617188,88.35299682617188,87.90400041852679,,,,
2023-01-18 00:00:00+00:00,88.00399780273438,88.00399780273438,87.97585732596261,,,,
2023-01-19 00:00:00+00:00,87.86399841308594,87.86399841308594,87.93871416364398,,,,
2023-01-20 00:00:00+00:00,87.93699645996094,87.93699645996094,87.9894278390067,,,,
2023-01-23 00:00:00+00:00,87.86199951171875,87.86199951171875,87.99757058279855,,,,
2023-01-24 00:00:00+00:00,88.54100036621094,88.54100036621094,88.07328469412667,,,,
2023-01-25 00:00:00+00:00,88.76799774169922,88.76799774169922,88.18985530308315,,,,
2023-01-26 00:00:00+00:00,88.95500183105469,88.95500183105469,88.2758560180664,,,,
2023-01-27 00:00:00+00:00,88.64199829101562,88.64199829101562,88.36699894496373,88.01670036315917,89.07410802002003,86.95929270629831,103.40464627341028
2023-01-30 00:00:00+00:00,88.51899719238281,88.51899719238281,88.46057019914899,88.01855010986328,89.07950844978762,86.95759176993894,82.30506273015261
